"index","image","produto","loja","reviews rating number","reviews amount","source","data_coleta","price"
46,https://http2.mlstatic.com/D_NQ_NP_878202-MLA52925058386_122022-W.webp,Luminária Arandela Tartaruga Color Parede / Teto Externa Cor Branco 110V/220V Alpha Hidrometais,nao_informado,"4.6",39,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",32.1
47,https://http2.mlstatic.com/D_NQ_NP_989879-MLB75345541868_032024-W.webp,"Luminária Led Slim 18w 12v 6500k Food Truck,barco,trailer",nao_informado,"4.4",25,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",49.5
48,https://http2.mlstatic.com/D_NQ_NP_841775-MLB75454709271_032024-W.webp,Luminária Arandela Parede Interna E Externa Fácil Instalação,nao_informado,"4.3",135,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",21.85
49,https://http2.mlstatic.com/D_NQ_NP_735948-MLB69836822379_062023-W.webp,Pendente Externo Interno 4 Vidros Em Promoção,nao_informado,"4.8",298,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",78.8
50,https://http2.mlstatic.com/D_NQ_NP_615062-MLB69985049705_062023-W.webp,Kit 4 Arandela Luminária Parede Madeira Retrô Rústica Sisal,nao_informado,"4.4",140,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",127.5
51,https://http2.mlstatic.com/D_NQ_NP_848303-MLU71080373897_082023-W.webp,Kit 06 Luminária Solar Ecoforce Balizadoras Abs Led,nao_informado,"4.3",61,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",109.83
52,https://http2.mlstatic.com/D_NQ_NP_871104-MLB42825912431_072020-W.webp,Pendente Externo Colonial Grande Retro Preto Sacada Alu64 110V/220V,nao_informado,,0,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",163.3
53,https://http2.mlstatic.com/D_NQ_NP_847054-MLU69863658455_062023-W.webp,Arandela Parede Vintage Uno Joy Retro Preto Soquete E27 Cor Branco,nao_informado,"4.5",176,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",49.9
54,https://http2.mlstatic.com/D_NQ_NP_839801-MLB71273889877_082023-W.webp,Spot Area Externa Sobrepor Quadrado C/ Lâmpada Dicroica Mr16,nao_informado,"5.0",7,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",58.99
55,https://http2.mlstatic.com/D_NQ_NP_858423-MLB75422769151_032024-W.webp,Kit 3 Luminária Arandela Tartaruga Externa Grade Moderna Pt,nao_informado,"4.3",9,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",63.21
56,https://http2.mlstatic.com/D_NQ_NP_841775-MLB75454709271_032024-W.webp,Luminária Arandela Parede Interna E Externa Fácil Instalação,nao_informado,"4.3",135,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",21.85
57,https://http2.mlstatic.com/D_NQ_NP_858260-MLU73567879581_122023-W.webp,Luminaria Solar Led Luz Automática Sensor De Presença Ip67,nao_informado,"4.2",127,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",21.78
58,https://http2.mlstatic.com/D_NQ_NP_858423-MLB75422769151_032024-W.webp,Kit 3 Luminária Arandela Tartaruga Externa Grade Moderna Pt,nao_informado,"4.3",9,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",63.21
59,https://http2.mlstatic.com/D_NQ_NP_662974-MLB75345540352_032024-W.webp,Luminária Led Slim 18w Branca 12 Volts Branco Frio 6500k,nao_informado,,0,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",39.9
60,https://http2.mlstatic.com/D_NQ_NP_744647-MLB52817928268_122022-W.webp,Arandela Externa Plafon Led Blindado Redondo Muro Casa 20w Cor Branco Frio 110V/220V,nao_informado,"4.2",5,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",69.9
61,https://http2.mlstatic.com/D_NQ_NP_605528-MLB47586464945_092021-W.webp,Kit 2 Arandelas Interno Retro Dubai Alumínio Decorações Full,por Ideallume,"4.7",283,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",99.9
62,https://http2.mlstatic.com/D_NQ_NP_710351-MLU75472615413_032024-W.webp,Luminária Rustica Roda De Carroça Pendente Lustre De Teto Grande,nao_informado,"4.4",187,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",379.9
63,https://http2.mlstatic.com/D_NQ_NP_707821-MLB73277606341_122023-W.webp,Poste Luz Solar Holofote Iluminação Potente Fotocélula Top,nao_informado,"4.1",289,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",112.99
64,https://http2.mlstatic.com/D_NQ_NP_629502-MLB51902998417_102022-W.webp,Lustre Pendente Industrial 30cm Vintage Retro,nao_informado,"4.7",51,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",78.9
65,https://http2.mlstatic.com/D_NQ_NP_818986-MLB73873408278_012024-W.webp,Kit 3 Luz Led Solar Iluminação Potente Holofote Fotocelula,nao_informado,"3.9",709,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",216.99
66,https://http2.mlstatic.com/D_NQ_NP_861048-MLU76091878263_042024-W.webp,Arandela Parede Vintage Uno Joy Retro Cores Soquete E27 ,nao_informado,,0,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",54.9
67,https://http2.mlstatic.com/D_NQ_NP_989879-MLB75345541868_032024-W.webp,"Luminária Led Slim 18w 12v 6500k Food Truck,barco,trailer",nao_informado,"4.4",25,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",49.5
